Days for shipment (scheduled),Order Processing Time,Order Item Quantity,Order Month,Discounted Item,Type_DEBIT,Type_TRANSFER,Shipping Mode_Second Class,Shipping Mode_Standard Class,Customer Segment_Home Office,Customer Segment_Corporate,Order Status_PENDING,Order Status_PROCESSING,Order Status_SUSPECTED_FRAUD,Delay Probability,Expected Cost,Premium
4,4,1,8,1,0,1,0,1,0,0,1,0,0,3.1573403e-05,0.0031573402,10.503315
4,5,2,7,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,6,2,2,1,1,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
1,2,1,4,1,0,0,0,0,0,0,0,0,0,0.999987,99.9987,115.498634
4,3,3,11,1,1,0,0,1,0,1,0,0,0,5.347567e-06,0.0005347567,10.500562
2,3,5,9,1,0,1,1,0,0,0,1,0,0,0.99994457,99.99445,115.49417
4,5,3,3,0,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,6,3,8,1,1,0,0,1,1,0,0,0,0,0.99998546,99.99854,115.49847
1,2,4,2,1,0,0,0,0,1,0,0,0,0,0.9999871,99.99871,115.49864
2,3,2,8,1,0,0,1,0,1,0,0,0,0,0.9999441,99.99441,115.494125
4,5,4,9,0,0,0,0,1,1,0,0,0,0,0.99998546,99.99854,115.49847
1,2,5,12,1,1,0,0,0,0,0,0,0,0,0.99998283,99.99828,115.49819
4,6,1,9,1,0,1,0,1,0,0,0,1,0,0.9999851,99.99851,115.498436
4,5,5,1,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
4,2,1,11,1,1,0,0,1,0,0,0,0,0,1.507505e-06,0.0001507505,10.500157
4,6,1,5,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
4,3,1,11,1,1,0,0,1,0,0,0,0,0,5.347567e-06,0.0005347567,10.500562
4,3,4,2,1,1,0,0,1,1,0,0,0,0,5.0450267e-06,0.0005045027,10.500529
4,2,1,2,1,0,0,0,1,0,0,0,0,0,1.597237e-06,0.0001597237,10.500167
4,2,2,7,1,0,1,0,1,1,0,0,1,0,1.4419751e-06,0.0001441975,10.500151
2,5,1,12,1,1,0,1,0,0,0,0,0,0,0.9999974,99.99974,115.499725
2,6,1,7,1,0,0,1,0,0,0,0,0,0,0.9999974,99.99974,115.499725
1,2,3,5,0,0,1,0,0,0,0,1,0,0,0.9999684,99.99684,115.49668
4,5,5,2,1,1,0,0,1,0,0,0,0,0,0.99998534,99.998535,115.49846
4,4,1,4,1,0,0,0,1,0,0,0,0,0,3.1599728e-05,0.0031599728,10.503317
1,2,3,10,1,0,1,0,0,0,1,1,0,0,0.9999851,99.99851,115.498436
4,4,1,3,1,0,1,0,1,1,0,1,0,0,2.6952279e-05,0.002695228,10.50283
4,2,1,6,0,0,0,0,1,1,0,0,0,0,1.6140099e-06,0.00016140098,10.500169
4,5,4,4,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
4,6,1,10,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,2,5,9,1,1,0,0,1,0,1,0,0,0,2.0077573e-06,0.00020077573,10.500211
2,4,1,8,1,1,0,1,0,0,1,0,0,0,0.99999046,99.99905,115.49899
4,4,5,1,1,1,0,0,1,0,0,0,0,0,3.1109033e-05,0.0031109033,10.503266
4,2,4,7,1,1,0,0,1,0,0,0,0,0,1.7206494e-06,0.00017206493,10.500179
4,4,5,10,1,0,1,0,1,1,0,0,0,1,2.5205509e-05,0.002520551,10.502646
4,4,1,8,1,1,0,0,1,1,0,0,0,0,3.1279284e-05,0.0031279284,10.5032835
1,2,1,6,1,1,0,0,0,0,0,0,0,0,0.99998343,99.998344,115.49825
1,2,3,8,1,0,1,0,0,0,0,0,1,0,0.99998665,99.998665,115.4986
4,4,3,9,1,0,0,0,1,0,0,0,0,0,3.1599728e-05,0.0031599728,10.503317
1,2,4,6,1,0,0,0,0,0,0,0,0,0,0.99998724,99.998726,115.49866
4,4,5,1,1,0,0,0,1,0,1,0,0,0,3.1707794e-05,0.0031707794,10.503329
4,3,1,9,1,0,0,0,1,1,0,0,0,0,5.330362e-06,0.0005330362,10.500559
4,6,1,1,1,0,1,0,1,0,0,1,0,0,0.99998546,99.99854,115.49847
4,6,1,5,1,0,1,0,1,0,0,1,0,0,0.9999856,99.99856,115.49848
4,3,3,7,1,1,0,0,1,0,1,0,0,0,5.347567e-06,0.0005347567,10.500562
4,2,5,6,1,1,0,0,1,0,0,0,0,0,1.7548738e-06,0.00017548738,10.500184
2,4,1,3,1,0,1,1,0,0,1,1,0,0,0.9999906,99.99906,115.49901
1,2,3,2,1,0,1,0,0,0,0,0,1,0,0.99998593,99.9986,115.49852
1,2,1,2,0,0,1,0,0,0,1,0,0,1,0.9999933,99.99933,115.49929
2,5,5,4,1,0,1,1,0,0,0,0,1,0,0.9999975,99.99975,115.49973
4,6,4,6,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
1,2,1,3,1,1,0,0,0,0,0,0,0,0,0.9999862,99.99862,115.49854
4,2,1,3,1,1,0,0,1,1,0,0,0,0,1.888405e-06,0.0001888405,10.500197
4,4,1,1,1,0,1,0,1,0,1,1,0,0,3.1448184e-05,0.0031448184,10.503302
4,3,1,12,1,0,1,0,1,0,1,0,0,0,4.9441414e-06,0.0004944141,10.500518
4,5,5,3,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
4,3,1,5,1,1,0,0,1,0,1,0,0,0,5.347567e-06,0.0005347567,10.500562
4,2,1,7,1,0,0,0,1,0,0,0,0,0,1.7448942e-06,0.00017448943,10.500183
2,6,2,4,0,0,0,1,0,0,0,0,0,0,0.9999974,99.99974,115.499725
4,4,1,12,0,0,1,0,1,0,1,1,0,0,3.1573403e-05,0.0031573402,10.503315
1,2,1,5,1,1,0,0,0,0,0,0,0,0,0.9999869,99.99869,115.49862
4,5,1,6,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,4,1,9,1,1,0,0,1,0,1,0,0,0,3.1380237e-05,0.0031380237,10.503294
0,0,1,3,1,0,0,0,0,0,0,0,0,0,0.516581,51.6581,64.741005
1,2,3,6,1,1,0,0,0,0,0,0,0,0,0.999982,99.9982,115.49811
1,2,1,11,1,0,1,0,0,1,0,0,1,0,0.9999957,99.99957,115.49955
4,3,1,12,1,1,0,0,1,0,0,0,0,0,5.347567e-06,0.0005347567,10.500562
2,6,1,8,1,1,0,1,0,0,1,0,0,0,0.9999974,99.99974,115.499725
4,4,1,11,1,0,0,0,1,1,0,0,0,0,3.1279284e-05,0.0031279284,10.5032835
4,4,1,4,1,1,0,0,1,0,0,0,0,0,3.1380237e-05,0.0031380237,10.503294
0,0,4,4,1,1,0,0,0,0,1,0,0,0,0.5116764,51.167637,64.22601
2,4,3,4,0,0,1,1,0,0,0,0,1,0,0.9999907,99.99907,115.499016
4,5,1,8,1,0,1,0,1,0,0,0,0,1,0.9999882,99.99882,115.49876
4,6,5,2,1,1,0,0,1,0,0,0,0,0,0.99998534,99.998535,115.49846
1,2,1,10,1,1,0,0,0,0,0,0,0,0,0.9999844,99.998436,115.49835
2,4,5,5,1,1,0,1,0,0,0,0,0,0,0.99999046,99.99905,115.49899
0,0,1,4,1,0,0,0,0,0,0,0,0,0,0.5402277,54.02277,67.2239
4,2,1,6,1,1,0,0,1,0,1,0,0,0,1.6620739e-06,0.00016620739,10.500174
4,3,1,10,1,0,0,0,1,0,0,0,0,0,5.3849717e-06,0.0005384972,10.500566
4,5,4,4,1,0,1,0,1,0,0,0,0,1,0.99998724,99.998726,115.49866
2,4,1,8,1,0,0,1,0,0,0,0,0,0,0.9999906,99.99906,115.49901
4,5,1,8,1,1,0,0,1,1,0,0,0,0,0.99998546,99.99854,115.49847
4,6,2,10,1,0,1,0,1,0,1,0,0,1,0.999982,99.9982,115.49811
1,2,1,9,1,1,0,0,0,0,1,0,0,0,0.99998224,99.99822,115.49813
4,6,1,3,1,1,0,0,1,1,0,0,0,0,0.9999856,99.99856,115.49848
4,2,1,3,1,0,0,0,1,0,0,0,0,0,1.8124659e-06,0.00018124659,10.50019
1,2,1,6,1,1,0,0,0,0,0,0,0,0,0.99998343,99.998344,115.49825
2,5,1,3,1,1,0,1,0,1,0,0,0,0,0.9999974,99.99974,115.499725
4,2,4,4,1,0,1,0,1,1,0,0,1,0,2.393056e-06,0.0002393056,10.500251
4,2,2,10,1,0,0,0,1,0,1,0,0,0,2.1872097e-06,0.00021872098,10.500229
1,2,1,1,1,0,1,0,0,0,0,1,0,0,0.9999895,99.99895,115.498886
4,2,3,5,1,0,0,0,1,0,1,0,0,0,1.6808419e-06,0.0001680842,10.500175
4,3,1,1,1,0,1,0,1,0,0,1,0,0,5.3591457e-06,0.00053591456,10.500563
0,0,1,12,1,1,0,0,0,0,0,0,0,0,0.5775082,57.75082,71.13836
1,2,3,2,1,0,1,0,0,0,1,0,0,0,0.9999937,99.99937,115.49933
2,3,1,4,1,0,1,1,0,0,0,1,0,0,0.99994457,99.99445,115.49417
1,2,1,7,1,1,0,0,0,0,0,0,0,0,0.99998677,99.99868,115.49861
2,5,1,7,1,1,0,1,0,0,1,0,0,0,0.9999974,99.99974,115.499725
4,2,1,7,0,0,1,0,1,1,0,1,0,0,1.7249489e-06,0.0001724949,10.500181
2,5,3,7,1,1,0,1,0,0,1,0,0,0,0.9999974,99.99974,115.499725
1,2,1,8,1,1,0,0,0,0,1,0,0,0,0.99999166,99.99917,115.49912
4,4,1,5,1,0,0,0,1,0,0,0,0,0,3.1599728e-05,0.0031599728,10.503317
4,4,4,10,1,0,1,0,1,0,1,1,0,0,3.1573403e-05,0.0031573402,10.503315
4,2,4,4,1,1,0,0,1,0,1,0,0,0,1.9270794e-06,0.00019270794,10.500202
4,5,1,8,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
2,2,4,3,1,1,0,1,0,0,0,0,0,0,6.718559e-05,0.0067185587,10.507054
4,5,3,10,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
4,6,1,6,1,0,1,0,1,0,0,1,0,0,0.9999856,99.99856,115.49848
4,2,1,1,1,1,0,0,1,0,1,0,0,0,1.8766563e-06,0.00018766563,10.500196
2,3,3,8,1,0,0,1,0,0,1,0,0,0,0.9999447,99.99447,115.49419
4,2,2,2,1,1,0,0,1,0,0,0,0,0,1.6580133e-06,0.00016580132,10.500174
4,3,1,5,1,0,1,0,1,0,0,1,0,0,5.3804847e-06,0.00053804845,10.500565
0,0,4,5,1,0,0,0,0,0,1,0,0,0,0.51170945,51.170944,64.22949
4,3,2,2,1,1,0,0,1,1,0,0,0,0,4.5267107e-06,0.00045267105,10.500475
4,6,4,5,1,1,0,0,1,1,0,0,0,0,0.99998546,99.99854,115.49847
4,5,2,10,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,5,3,9,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
4,4,1,5,1,0,0,0,1,0,0,0,0,0,3.1599728e-05,0.0031599728,10.503317
4,3,1,10,1,0,0,0,1,0,0,0,0,0,5.3849717e-06,0.0005384972,10.500566
4,3,3,1,0,0,1,0,1,0,0,0,1,0,4.825449e-06,0.0004825449,10.500506
4,5,1,7,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
0,0,1,6,1,1,0,0,0,0,0,0,0,0,0.50020224,50.020226,63.021233
2,3,2,4,1,0,0,1,0,0,0,0,0,0,0.9999447,99.99447,115.49419
4,2,1,4,1,1,0,0,1,0,0,0,0,0,1.7312609e-06,0.00017312609,10.500182
4,3,1,3,1,1,0,0,1,0,1,0,0,0,5.347567e-06,0.0005347567,10.500562
4,5,3,12,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
1,2,2,11,1,0,0,0,0,0,0,0,0,0,0.9999893,99.998924,115.49886
4,5,3,6,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
2,4,1,7,1,1,0,1,0,0,1,0,0,0,0.99999046,99.99905,115.49899
1,2,2,5,1,1,0,0,0,0,0,0,0,0,0.9999864,99.99864,115.498566
1,2,4,6,1,0,0,0,0,0,0,0,0,0,0.99998724,99.998726,115.49866
4,6,1,12,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
2,6,3,7,1,0,1,1,0,0,1,0,1,0,0.9999975,99.99975,115.49973
1,2,2,2,1,1,0,0,0,0,0,0,0,0,0.9999833,99.99833,115.49824
2,3,5,4,1,1,0,1,0,0,1,0,0,0,0.9999442,99.99442,115.49414
1,2,2,5,1,1,0,0,0,1,0,0,0,0,0.9999778,99.99778,115.497665
4,2,4,6,1,0,0,0,1,0,0,0,0,0,1.9545353e-06,0.00019545353,10.500205
4,6,1,9,1,0,0,0,1,1,0,0,0,0,0.99998546,99.99854,115.49847
1,2,1,6,1,0,1,0,0,0,0,0,1,0,0.9999863,99.99863,115.49855
4,3,1,3,1,0,1,0,1,0,0,0,1,0,6.2373074e-06,0.0006237307,10.500654
4,2,3,6,1,0,1,0,1,1,0,0,1,0,2.1423643e-06,0.00021423644,10.500225
2,3,1,12,1,0,0,1,0,1,0,0,0,0,0.9999441,99.99441,115.494125
2,5,2,2,1,1,0,1,0,0,0,0,0,0,0.9999974,99.99974,115.499725
4,3,1,6,0,0,1,0,1,0,0,0,1,0,5.4655798e-06,0.000546558,10.500573
1,2,3,9,1,1,0,0,0,1,0,0,0,0,0.9999838,99.99838,115.4983
4,6,5,5,1,0,0,0,1,1,0,0,0,0,0.99998546,99.99854,115.49847
4,4,2,4,1,0,0,0,1,0,0,0,0,0,3.1599728e-05,0.0031599728,10.503317
4,2,2,1,1,0,0,0,1,0,0,0,0,0,1.7519006e-06,0.00017519007,10.500184
4,2,5,3,1,0,0,0,1,1,0,0,0,0,1.7394613e-06,0.00017394613,10.500182
4,5,2,9,0,1,0,0,1,1,0,0,0,0,0.99998546,99.99854,115.49847
4,2,1,10,1,0,1,0,1,0,1,1,0,0,1.8515514e-06,0.00018515514,10.500194
0,0,1,10,1,0,1,0,0,0,1,0,1,0,0.35941783,35.941784,48.238873
2,6,1,10,1,1,0,1,0,1,0,0,0,0,0.9999974,99.99974,115.499725
4,3,1,12,0,1,0,0,1,1,0,0,0,0,5.330362e-06,0.0005330362,10.500559
4,6,1,9,1,1,0,0,1,0,1,0,0,0,0.99998546,99.99854,115.49847
1,2,1,3,1,1,0,0,0,0,0,0,0,0,0.9999862,99.99862,115.49854
4,3,1,6,1,0,0,0,1,0,1,0,0,0,5.3849717e-06,0.0005384972,10.500566
4,5,2,9,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
1,2,4,10,1,1,0,0,0,0,0,0,0,0,0.9999862,99.99862,115.49854
4,4,2,12,1,1,0,0,1,0,0,0,0,0,3.1380237e-05,0.0031380237,10.503294
1,2,1,11,1,0,0,0,0,0,0,0,0,0,0.9999881,99.99881,115.49875
4,6,1,6,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,5,1,2,1,0,1,0,1,0,0,0,1,0,0.99998665,99.998665,115.4986
4,5,1,7,0,0,1,0,1,0,0,0,1,0,0.9999858,99.99858,115.498505
2,5,5,6,1,0,1,1,0,0,1,0,1,0,0.9999975,99.99975,115.49973
1,2,1,5,0,0,1,0,0,0,0,0,0,0,0.9999846,99.99846,115.498375
4,2,5,4,1,0,1,0,1,0,0,1,0,0,1.8702137e-06,0.00018702137,10.5001955
4,6,2,2,1,1,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
4,5,2,5,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
2,5,1,1,1,0,1,1,0,0,1,0,1,0,0.99999714,99.99971,115.49969
4,4,2,9,1,1,0,0,1,1,0,0,0,0,3.1279284e-05,0.0031279284,10.5032835
1,2,3,9,1,1,0,0,0,0,0,0,0,0,0.99998164,99.99816,115.49806
4,2,1,2,1,0,0,0,1,0,0,0,0,0,1.597237e-06,0.0001597237,10.500167
4,6,4,9,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
4,4,2,5,1,1,0,0,1,1,0,0,0,0,3.1279284e-05,0.0031279284,10.5032835
1,2,1,9,1,0,0,0,0,0,0,0,0,0,0.9999815,99.99815,115.498055
4,2,5,6,1,1,0,0,1,1,0,0,0,0,2.410404e-06,0.0002410404,10.500253
4,2,2,6,1,0,1,0,1,0,0,0,1,0,2.2534089e-06,0.00022534089,10.500236
4,4,1,11,1,1,0,0,1,0,1,0,0,0,3.1380237e-05,0.0031380237,10.503294
2,5,5,5,1,0,0,1,0,0,0,0,0,0,0.9999974,99.99974,115.499725
4,4,2,2,1,1,0,0,1,0,1,0,0,0,3.1707794e-05,0.0031707794,10.503329
4,2,1,10,1,1,0,0,1,0,0,0,0,0,1.8535815e-06,0.00018535815,10.500194
2,3,1,11,1,1,0,1,0,0,0,0,0,0,0.9999442,99.99442,115.49414
4,4,3,5,1,1,0,0,1,0,0,0,0,0,3.1380237e-05,0.0031380237,10.503294
4,3,1,1,1,0,1,0,1,0,0,0,1,0,4.825449e-06,0.0004825449,10.500506
2,4,3,4,1,0,0,1,0,1,0,0,0,0,0.99999094,99.99909,115.49904
2,3,2,2,1,0,1,1,0,0,1,0,0,1,0.9999486,99.994865,115.494606
1,2,1,3,1,1,0,0,0,0,0,0,0,0,0.9999862,99.99862,115.49854
2,4,5,5,1,0,1,1,0,0,0,1,0,0,0.9999906,99.99906,115.49901
4,2,1,7,1,0,0,0,1,1,0,0,0,0,1.8644066e-06,0.00018644067,10.500195
0,0,5,7,1,1,0,0,0,1,0,0,0,0,0.3660339,36.60339,48.933556
4,6,1,10,1,1,0,0,1,1,0,0,0,0,0.99998546,99.99854,115.49847
4,6,5,3,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
0,0,1,1,1,0,0,0,0,0,1,0,0,0,0.5408202,54.08202,67.28611
4,6,1,5,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
4,5,1,11,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
4,2,4,6,1,0,0,0,1,0,0,0,0,0,1.9545353e-06,0.00019545353,10.500205
0,0,1,7,1,0,0,0,0,1,0,0,0,0,0.3406049,34.06049,46.26351
1,2,1,1,1,0,1,0,0,0,0,0,1,0,0.9999763,99.99763,115.497505
4,3,5,10,1,0,0,0,1,0,1,0,0,0,5.3849717e-06,0.0005384972,10.500566
2,2,1,1,1,0,1,1,0,0,1,0,0,1,0.0001198334,0.01198334,10.512582
4,5,2,6,1,0,0,0,1,1,0,0,0,0,0.99998546,99.99854,115.49847
1,2,1,7,1,0,1,0,0,0,1,1,0,0,0.9999876,99.998764,115.498695
2,2,1,12,1,1,0,1,0,0,0,0,0,0,8.25876e-05,0.00825876,10.508671
4,4,1,11,1,0,0,0,1,1,0,0,0,0,3.1279284e-05,0.0031279284,10.5032835
4,2,2,3,1,1,0,0,1,0,1,0,0,0,1.938432e-06,0.0001938432,10.500203
2,5,1,1,1,0,0,1,0,0,1,0,0,0,0.9999975,99.99975,115.49973
4,2,5,2,1,0,1,0,1,0,1,0,1,0,3.362215e-06,0.0003362215,10.500353
4,5,2,11,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,4,1,12,1,1,0,0,1,1,0,0,0,0,3.1279284e-05,0.0031279284,10.5032835
2,4,1,6,1,0,0,1,0,1,0,0,0,0,0.99999046,99.99905,115.49899
4,5,1,2,1,0,0,0,1,0,0,0,0,0,0.99998534,99.998535,115.49846
2,4,4,6,1,1,0,1,0,0,0,0,0,0,0.99999046,99.99905,115.49899
1,2,1,3,1,1,0,0,0,0,0,0,0,0,0.9999862,99.99862,115.49854
1,2,1,11,1,0,1,0,0,0,0,0,1,0,0.99998426,99.99843,115.498344
4,4,1,1,1,0,1,0,1,0,0,0,0,1,3.159078e-05,0.0031590778,10.503317
4,3,1,7,1,0,0,0,1,1,0,0,0,0,5.330362e-06,0.0005330362,10.500559
4,6,1,2,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
4,6,1,8,1,0,1,0,1,1,0,0,0,1,0.999985,99.9985,115.49841
4,6,5,4,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
4,4,3,5,1,0,0,0,1,0,0,0,0,0,3.1599728e-05,0.0031599728,10.503317
2,4,1,3,1,0,1,1,0,0,0,1,0,0,0.9999906,99.99906,115.49901
4,4,4,6,1,0,1,0,1,0,1,0,1,0,3.2072734e-05,0.0032072733,10.503367
4,5,1,4,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,5,3,7,1,0,1,0,1,0,1,0,1,0,0.9999858,99.99858,115.498505
4,4,1,8,1,0,0,0,1,0,0,0,0,0,3.1599728e-05,0.0031599728,10.503317
4,3,1,7,1,1,0,0,1,0,1,0,0,0,5.347567e-06,0.0005347567,10.500562
1,2,4,1,1,0,0,0,0,0,0,0,0,0,0.9999845,99.99845,115.49837
4,5,4,3,1,0,1,0,1,0,0,0,1,0,0.99998426,99.99843,115.498344
2,6,1,8,1,0,0,1,0,1,0,0,0,0,0.9999974,99.99974,115.499725
4,2,1,6,1,0,1,0,1,1,0,0,1,0,1.3657517e-06,0.00013657517,10.500143
4,2,1,5,1,0,1,0,1,0,0,0,0,0,1.4196113e-06,0.00014196114,10.500149
4,3,1,5,1,1,0,0,1,0,1,0,0,0,5.347567e-06,0.0005347567,10.500562
4,5,2,4,0,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
1,2,1,5,1,0,0,0,0,0,0,0,0,0,0.99998343,99.998344,115.49825
4,6,1,7,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
0,0,1,11,1,1,0,0,0,0,0,0,0,0,0.42791864,42.791862,55.431454
4,3,1,1,1,1,0,0,1,1,0,0,0,0,5.2213404e-06,0.00052213407,10.500547
4,4,1,4,1,0,1,0,1,0,0,0,1,0,3.2072734e-05,0.0032072733,10.503367
4,4,1,11,1,0,1,0,1,0,1,0,1,0,3.0727853e-05,0.0030727852,10.503226
4,3,5,1,1,1,0,0,1,0,1,0,0,0,5.4033876e-06,0.00054033875,10.500567
4,6,5,1,1,0,0,0,1,0,0,0,0,0,0.99998534,99.998535,115.49846
1,2,4,9,1,0,0,0,0,0,0,0,0,0,0.9999826,99.99826,115.49817
1,2,2,12,1,1,0,0,0,1,0,0,0,0,0.9999826,99.99826,115.49817
4,2,4,2,1,0,1,0,1,0,1,0,0,0,2.923491e-06,0.00029234908,10.500307
4,3,1,1,1,0,1,0,1,0,1,0,1,0,4.9203595e-06,0.00049203594,10.500516
2,4,1,2,1,1,0,1,0,0,0,0,0,0,0.99999046,99.99905,115.49899
0,0,4,3,1,0,1,0,0,0,0,1,0,0,0.38898796,38.898796,51.343735
2,6,4,3,1,0,0,1,0,0,1,0,0,0,0.9999974,99.99974,115.499725
4,2,1,6,1,1,0,0,1,0,0,0,0,0,1.6910725e-06,0.00016910725,10.500176
1,2,5,2,1,0,0,0,0,0,0,0,0,0,0.99998426,99.99843,115.498344
2,6,4,11,1,1,0,1,0,0,0,0,0,0,0.9999974,99.99974,115.499725
0,0,1,12,1,1,0,0,0,0,1,0,0,0,0.47292322,47.29232,60.156933
1,2,1,10,1,0,1,0,0,0,0,0,0,1,0.9999031,99.99031,115.48982
4,6,1,1,1,1,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
2,5,5,3,1,1,0,1,0,0,0,0,0,0,0.9999974,99.99974,115.499725
4,4,1,12,1,0,1,0,1,0,1,0,1,0,3.0727853e-05,0.0030727852,10.503226
1,2,1,7,0,0,0,0,0,0,0,0,0,0,0.99998474,99.998474,115.49839
4,3,1,5,1,0,1,0,1,0,0,1,0,0,5.3804847e-06,0.00053804845,10.500565
4,4,3,8,1,0,1,0,1,0,1,0,1,0,3.2072734e-05,0.0032072733,10.503367
4,6,1,5,0,0,1,0,1,0,1,1,0,0,0.9999856,99.99856,115.49848
0,0,2,11,1,1,0,0,0,0,0,0,0,0,0.44285,44.285,56.99925
4,4,1,12,1,1,0,0,1,0,0,0,0,0,3.1380237e-05,0.0031380237,10.503294
2,5,1,8,1,1,0,1,0,0,1,0,0,0,0.9999974,99.99974,115.499725
4,2,1,8,1,1,0,0,1,1,0,0,0,0,1.7999963e-06,0.00017999962,10.500189
1,2,1,8,1,0,1,0,0,0,1,0,1,0,0.99998796,99.998795,115.498726
4,4,1,11,0,0,1,0,1,0,1,0,0,1,3.389201e-05,0.0033892011,10.503558
4,6,1,1,1,0,1,0,1,0,0,1,0,0,0.99998546,99.99854,115.49847
2,6,3,1,1,0,0,1,0,0,0,0,0,0,0.9999974,99.99974,115.499725
4,5,5,5,1,0,1,0,1,0,0,1,0,0,0.9999856,99.99856,115.49848
4,3,1,12,1,0,1,0,1,0,0,1,0,0,5.3804847e-06,0.00053804845,10.500565
0,0,1,10,1,0,1,0,0,0,1,1,0,0,0.64365375,64.36537,78.08363
4,4,1,1,1,1,0,0,1,0,0,0,0,0,3.1109033e-05,0.0031109033,10.503266
1,2,1,7,1,0,1,0,0,1,0,0,1,0,0.99997854,99.997856,115.49774
2,5,1,1,1,1,0,1,0,0,1,0,0,0,0.9999975,99.99975,115.49973
1,2,3,6,1,0,0,0,0,1,0,0,0,0,0.99999034,99.99903,115.49898
2,6,1,8,1,0,0,1,0,1,0,0,0,0,0.9999974,99.99974,115.499725
0,0,1,5,1,0,0,0,0,0,0,0,0,0,0.4699651,46.99651,59.846333
4,6,2,4,1,0,1,0,1,0,0,1,0,0,0.9999856,99.99856,115.49848
4,3,1,9,0,0,1,0,1,0,0,0,1,0,5.23639e-06,0.00052363897,10.500549
2,5,3,4,1,0,1,1,0,0,1,1,0,0,0.9999974,99.99974,115.499725
4,3,5,5,1,0,1,0,1,1,0,1,0,0,5.330362e-06,0.0005330362,10.500559
4,2,1,11,1,0,1,0,1,1,0,1,0,0,1.5835501e-06,0.000158355,10.500166
1,2,1,5,1,1,0,0,0,0,0,0,0,0,0.9999869,99.99869,115.49862
4,3,1,8,1,0,0,0,1,0,0,0,0,0,5.3849717e-06,0.0005384972,10.500566
4,3,2,4,1,1,0,0,1,0,0,0,0,0,5.347567e-06,0.0005347567,10.500562
4,2,5,4,1,0,1,0,1,0,0,1,0,0,1.8702137e-06,0.00018702137,10.5001955
2,4,2,12,1,0,0,1,0,0,0,0,0,0,0.9999906,99.99906,115.49901
4,2,1,4,1,0,1,0,1,1,0,0,0,1,1.9949048e-06,0.00019949047,10.500209
4,2,1,12,0,1,0,0,1,0,0,0,0,0,3.5028881e-06,0.0003502888,10.500367
4,2,1,7,1,1,0,0,1,0,0,0,0,0,1.8787837e-06,0.00018787837,10.500196
2,4,1,6,1,0,1,1,0,0,0,0,0,0,0.99998975,99.99898,115.498924
1,2,4,3,1,0,0,0,0,0,0,0,0,0,0.9999764,99.99764,115.49752
4,4,1,7,1,0,0,0,1,0,0,0,0,0,3.1599728e-05,0.0031599728,10.503317
2,4,1,10,1,0,0,1,0,0,1,0,0,0,0.9999906,99.99906,115.49901
2,5,2,8,1,0,1,1,0,0,1,0,1,0,0.9999975,99.99975,115.49973
4,4,1,1,1,0,1,0,1,1,0,1,0,0,2.5898778e-05,0.002589878,10.502719
4,3,1,5,1,1,0,0,1,0,0,0,0,0,5.347567e-06,0.0005347567,10.500562
4,5,2,12,1,0,1,0,1,1,0,0,1,0,0.99998546,99.99854,115.49847
4,6,3,1,1,0,1,0,1,0,0,0,1,0,0.9999839,99.99839,115.49831
4,5,3,12,1,0,1,0,1,0,1,1,0,0,0.9999856,99.99856,115.49848
